,image_file,seen_data_numeric,size_used,closing_ssd,closing_eng,otsu_ssd,otsu_eng,gaus_ssd,gaus_eng,thresh_eng,thresh_ssd
0,['.\\sipaimages\\5\\22.jpg'],-20.07,61,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,61,11744,,161,,18131,,,['1..']
0,['.\\sipaimages\\5\\24.jpg'],179.32,61,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,61,,,,,71,,4,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,61,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,61,191,,4,,287,,['.'],1
0,['.\\sipaimages\\5\\3.jpg'],10.63,61,,,,,,,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,61,,,,,771143,53,,
0,['.\\sipaimages\\5\\5.jpg'],10.63,61,1,,781,,,,5,781
0,['.\\sipaimages\\5\\6.jpg'],10.63,61,1,,,,31,7,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,61,1,,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,61,,,,,,,,14755
0,['.\\sipaimages\\5\\9.jpg'],6.85,61,,,,,,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,62,18,,1,,13,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,62,1777,,4,,8,,,
0,['.\\sipaimages\\5\\11.jpg'],10.51,62,24.0,,7,,77257108.1,5,,24
0,['.\\sipaimages\\5\\12.jpg'],10.51,62,71,,,,,,,77
0,['.\\sipaimages\\5\\13.jpg'],10.46,62,,,,,257.101,,['..'],111
0,['.\\sipaimages\\5\\14.jpg'],10.46,62,7,,1,,,,,771
0,['.\\sipaimages\\5\\15.jpg'],10.69,62,7,,,,,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,62,77,1,7787.11,,,,,1
0,['.\\sipaimages\\5\\17.jpg'],10.23,62,7,1,,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,62,18,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,62,,,31,,72357731,,,111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,62,11,,11,,511,3,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,62,111,,11,,,,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,62,,,1,,2211,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,62,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,62,1111744,,16,1,7741,,,['..']
0,['.\\sipaimages\\5\\24.jpg'],179.32,62,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,62,,,,,203211,,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,62,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,62,198,,10,,1022,,,1
0,['.\\sipaimages\\5\\3.jpg'],10.63,62,,,,,77,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,62,,,,,77711,163,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,62,4,,781,,91,5,,81
0,['.\\sipaimages\\5\\6.jpg'],10.63,62,1,,,,34,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,62,80,1,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,62,,,,,,,,104
0,['.\\sipaimages\\5\\9.jpg'],6.85,62,,,,,77,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,63,41,,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,63,177,,1,,51238.0,,,
0,['.\\sipaimages\\5\\11.jpg'],10.51,63,['84..'],,7777207,,,,,2249.1
0,['.\\sipaimages\\5\\12.jpg'],10.51,63,77,,17,,102.1,1,,41
0,['.\\sipaimages\\5\\13.jpg'],10.46,63,,,,,['9.103.1'],['.'],,111
0,['.\\sipaimages\\5\\14.jpg'],10.46,63,7,,1,,555555510811,,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,63,7,,,,211,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,63,1,1,1,,18841,,,1
0,['.\\sipaimages\\5\\17.jpg'],10.23,63,7,,,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,63,17,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,63,,,21,,73751,,['.'],111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,63,11,,11,,0,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,63,171,,11,,,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,63,,,1,,11,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,63,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,63,111,,16,,7711,71,,1.0
0,['.\\sipaimages\\5\\24.jpg'],179.32,63,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,63,,,,,11,7,,1
0,['.\\sipaimages\\5\\26.jpg'],179.26,63,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,63,12,,11,,288,,['.'],1
0,['.\\sipaimages\\5\\3.jpg'],10.63,63,,,,,7,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,63,,,,,,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,63,1,,781,,,,,81
0,['.\\sipaimages\\5\\6.jpg'],10.63,63,1,,1,,1,5,,3
0,['.\\sipaimages\\5\\7.jpg'],9.3,63,3,,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,63,,,,,,,['.'],111
0,['.\\sipaimages\\5\\9.jpg'],6.85,63,,,,,,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,64,18,,1,,3,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,64,7,,8124,,0,,,0
0,['.\\sipaimages\\5\\11.jpg'],10.51,64,['444..'],,77707,,555081,,,74114
0,['.\\sipaimages\\5\\12.jpg'],10.51,64,771,,17,,1009.1,,,7
0,['.\\sipaimages\\5\\13.jpg'],10.46,64,,,,,171211,,['.'],11
0,['.\\sipaimages\\5\\14.jpg'],10.46,64,7,,1,,71771311,,,70
0,['.\\sipaimages\\5\\15.jpg'],10.69,64,7,,0,,,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,64,77,1,114,1.0,,,,10
0,['.\\sipaimages\\5\\17.jpg'],10.23,64,77,1,,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,64,117,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,64,,,21,,,,,114111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,64,11,,11,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,64,111,,111,,911,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,64,,,21,,,,,14
0,['.\\sipaimages\\5\\22.jpg'],-20.07,64,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,64,1111744,,1,,41,,,12
0,['.\\sipaimages\\5\\24.jpg'],179.32,64,,,,,,,,10
0,['.\\sipaimages\\5\\25.jpg'],179.32,64,,,,,14,7,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,64,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,64,11,,11,,1912,,['.'],1
0,['.\\sipaimages\\5\\3.jpg'],10.63,64,,,,,0,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,64,,,,,7181,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,64,1,,1511,,31,,,81
0,['.\\sipaimages\\5\\6.jpg'],10.63,64,1,,1,,714,7,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,64,9,1,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,64,,,,,,,,3100004
0,['.\\sipaimages\\5\\9.jpg'],6.85,64,,,,,7,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,65,18,,1,,121,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,65,2,,1,,1821,1,,7
0,['.\\sipaimages\\5\\11.jpg'],10.51,65,60114,1,19,,555555104.0,,,91110.1
0,['.\\sipaimages\\5\\12.jpg'],10.51,65,7,,17,,181,,3,7
0,['.\\sipaimages\\5\\13.jpg'],10.46,65,,,,,6211,,,10
0,['.\\sipaimages\\5\\14.jpg'],10.46,65,8,,11,,1,,,711
0,['.\\sipaimages\\5\\15.jpg'],10.69,65,1,,77,,21,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,65,1,1,,,3711211,4,,7
0,['.\\sipaimages\\5\\17.jpg'],10.23,65,7,,11,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,65,18,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,65,,,131,,171452152711,7,,11
0,['.\\sipaimages\\5\\2.jpg'],-7.94,65,11,,,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,65,11,,11,,13921,7,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,65,,,21,,911,,,11
0,['.\\sipaimages\\5\\22.jpg'],-20.07,65,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,65,11111,,1,,11151,,,1.0
0,['.\\sipaimages\\5\\24.jpg'],179.32,65,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,65,,,,,71211,,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,65,,,,,11043,,1,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,65,14,,11,['.'],80007,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,65,,,,,9131,3,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,65,,,,,,,,11
0,['.\\sipaimages\\5\\5.jpg'],10.63,65,1,,781,,31,,,11
0,['.\\sipaimages\\5\\6.jpg'],10.63,65,1,,,,113.1,5,,1
0,['.\\sipaimages\\5\\7.jpg'],9.3,65,80,1,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,65,,,,,,,,771
0,['.\\sipaimages\\5\\9.jpg'],6.85,65,,,,,,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,66,41,,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,66,['44.444.'],,1.0,,['.08.'],,,2
0,['.\\sipaimages\\5\\11.jpg'],10.51,66,4411,,7,,21811,,,1
0,['.\\sipaimages\\5\\12.jpg'],10.51,66,77,,,,911,,,21
0,['.\\sipaimages\\5\\13.jpg'],10.46,66,,,,,7771211,,['..1.'],11
0,['.\\sipaimages\\5\\14.jpg'],10.46,66,7,,11,,1710.1,,,7
0,['.\\sipaimages\\5\\15.jpg'],10.69,66,18,,,,1,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,66,171,1,17,,,,,10
0,['.\\sipaimages\\5\\17.jpg'],10.23,66,7,,141,,,,,10
0,['.\\sipaimages\\5\\18.jpg'],-19.53,66,1.7,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,66,,,21,,10151,1,,14
0,['.\\sipaimages\\5\\2.jpg'],-7.94,66,11,,,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,66,11,,111,,,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,66,,,21,,,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,66,,,11,,151,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,66,11,,17,,71111,33.0,,['.']
0,['.\\sipaimages\\5\\24.jpg'],179.32,66,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,66,,,,,81,,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,66,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,66,18,,4,,5,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,66,,,,,118,5,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,66,,,,,,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,66,71,,1511,,31,,,781
0,['.\\sipaimages\\5\\6.jpg'],10.63,66,1,,,,113121,7,,3
0,['.\\sipaimages\\5\\7.jpg'],9.3,66,80,1,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,66,,,,,,,,447011
0,['.\\sipaimages\\5\\9.jpg'],6.85,66,,,,,77,7,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,67,1,,1,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,67,40.0,,['.'],,709.0,0.71,,41.0
0,['.\\sipaimages\\5\\11.jpg'],10.51,67,11,,1,,80094,,1,730
0,['.\\sipaimages\\5\\12.jpg'],10.51,67,7,,,,71,,,21
0,['.\\sipaimages\\5\\13.jpg'],10.46,67,,,,,3.1,,0.1,11
0,['.\\sipaimages\\5\\14.jpg'],10.46,67,7,,1,,,,,771
0,['.\\sipaimages\\5\\15.jpg'],10.69,67,27,,,,,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,67,1,1,17,,9511,['.5.'],,1.7
0,['.\\sipaimages\\5\\17.jpg'],10.23,67,7,1,141,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,67,1.3,,1,,13,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,67,,,21,1,17,,['.'],1111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,67,11,,,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,67,111,,1.11,,,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,67,,,21,,911,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,67,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,67,11,,11431,,77,,,0
0,['.\\sipaimages\\5\\24.jpg'],179.32,67,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,67,,,,,13911,7,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,67,,,,,,,1,0
0,['.\\sipaimages\\5\\27.jpg'],179.26,67,191,,10,,1.1409,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,67,,,,,1178,3,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,67,,,,,11463,3,,
0,['.\\sipaimages\\5\\5.jpg'],10.63,67,1,1,781,,91,5,,1511
0,['.\\sipaimages\\5\\6.jpg'],10.63,67,1,,3,,11011231,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,67,1,,80,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,67,,,,,1,,,10011
0,['.\\sipaimages\\5\\9.jpg'],6.85,67,,,,,77,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,68,1,,11,,3,5,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,68,14,,74,,29.1,,['.'],4412
0,['.\\sipaimages\\5\\11.jpg'],10.51,68,111,1,7,,8,,,6811.0
0,['.\\sipaimages\\5\\12.jpg'],10.51,68,7,,,,,,,27
0,['.\\sipaimages\\5\\13.jpg'],10.46,68,,,,,,,['.'],71
0,['.\\sipaimages\\5\\14.jpg'],10.46,68,1,['.'],1,,1211,,,1
0,['.\\sipaimages\\5\\15.jpg'],10.69,68,0,,77,,1,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,68,1,1,114,['.'],71,,,7
0,['.\\sipaimages\\5\\17.jpg'],10.23,68,7,,17,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,68,1,,1,,15,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,68,,,21,,,,1,1114111
0,['.\\sipaimages\\5\\2.jpg'],-7.94,68,17,,,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,68,111,,11,,911,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,68,,,1,,,,,4
0,['.\\sipaimages\\5\\22.jpg'],-20.07,68,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,68,1,,17,,18181,,['.'],112
0,['.\\sipaimages\\5\\24.jpg'],179.32,68,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,68,,,,,130871,7,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,68,,,,,77108151,,,0
0,['.\\sipaimages\\5\\27.jpg'],179.26,68,194,,11,,75,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,68,,,,,77,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,68,,,,,,,,
0,['.\\sipaimages\\5\\5.jpg'],10.63,68,1,1,1211,,31,5,,81
0,['.\\sipaimages\\5\\6.jpg'],10.63,68,1,,1,,,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,68,1,,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,68,,,,,91,7,,47711
0,['.\\sipaimages\\5\\9.jpg'],6.85,68,,,,,77,1,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,69,14,,1,,12,5,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,69,4,,7.0,4,24.11,,,['..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,69,1.0,,1,,855554121,,['.'],3110.1
0,['.\\sipaimages\\5\\12.jpg'],10.51,69,11,,,,72379.1,,3,77
0,['.\\sipaimages\\5\\13.jpg'],10.46,69,,,,,,,['.'],11
0,['.\\sipaimages\\5\\14.jpg'],10.46,69,7,,11,,18811,,,71
0,['.\\sipaimages\\5\\15.jpg'],10.69,69,21,5,,,['3.109.1'],45,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,69,21,1,11,['.'],114.1,,,7
0,['.\\sipaimages\\5\\17.jpg'],10.23,69,7,,1,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,69,1,,1,,121,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,69,11,,1,,,,,141
0,['.\\sipaimages\\5\\2.jpg'],-7.94,69,10,,11,,4,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,69,111,,1.11,,,,,0
0,['.\\sipaimages\\5\\21.jpg'],-18.43,69,11,,1,,,,,4
0,['.\\sipaimages\\5\\22.jpg'],-20.07,69,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,69,11744,,16,1,11241,,,11.0
0,['.\\sipaimages\\5\\24.jpg'],179.32,69,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,69,,,,,174,,,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,69,,,,,,,1,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,69,11,,100,,7405,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,69,,,,,0,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,69,,,,,777714,,,11
0,['.\\sipaimages\\5\\5.jpg'],10.63,69,5,1,781,,,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,69,1,,1,,,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,69,9,,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,69,,,,,1,,,500012
0,['.\\sipaimages\\5\\9.jpg'],6.85,69,,,,,77,1,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,70,41,,1,,121,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,70,324,,41774,,['01.29.'],,,['7173..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,70,6148.0,,11107,,118,,,17110
0,['.\\sipaimages\\5\\12.jpg'],10.51,70,77711,,,,7227731111,1,,7
0,['.\\sipaimages\\5\\13.jpg'],10.46,70,,,,,533.1111,,['..'],11
0,['.\\sipaimages\\5\\14.jpg'],10.46,70,7,,11,,11,,,
0,['.\\sipaimages\\5\\15.jpg'],10.69,70,27,,,,3.1211,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,70,21,1,,,531,,1,7
0,['.\\sipaimages\\5\\17.jpg'],10.23,70,7,,141,,181,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,70,1.3,,1,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,70,11,,171,,91,,,14
0,['.\\sipaimages\\5\\2.jpg'],-7.94,70,11,,11,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,70,111,,111,,,,,0
0,['.\\sipaimages\\5\\21.jpg'],-18.43,70,11,,21,,911,,,14
0,['.\\sipaimages\\5\\22.jpg'],-20.07,70,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,70,11744,,16,,31241,35,,['...']
0,['.\\sipaimages\\5\\24.jpg'],179.32,70,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,70,,,,,211,,4,0
0,['.\\sipaimages\\5\\26.jpg'],179.26,70,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,70,194,,10,,281444,,['.'],11
0,['.\\sipaimages\\5\\3.jpg'],10.63,70,,,,,9181,3,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,70,,,,,1181,53,,11
0,['.\\sipaimages\\5\\5.jpg'],10.63,70,1,,781,,41,5,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,70,1,,1,,31,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,70,1,,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,70,,,,,,,,787411
0,['.\\sipaimages\\5\\9.jpg'],6.85,70,,,,,77,1,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,71,1,,1,,8,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,71,14,,441.0,3,128.0,,3,['7114..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,71,0.0,,707,3,118,,,4410
0,['.\\sipaimages\\5\\12.jpg'],10.51,71,7710,,,,1103.1,0.1,3,27
0,['.\\sipaimages\\5\\13.jpg'],10.46,71,,,7484,,1008.1,,['..'],111
0,['.\\sipaimages\\5\\14.jpg'],10.46,71,7,,1,,77891,['..'],['.'],7711
0,['.\\sipaimages\\5\\15.jpg'],10.69,71,7,,,,23108.1,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,71,21,1,,,33464719310911,21,,1.7
0,['.\\sipaimages\\5\\17.jpg'],10.23,71,7,,11,,,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,71,11.3,,1,,121,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,71,,,21,,211,,,0
0,['.\\sipaimages\\5\\2.jpg'],-7.94,71,11,,11,,1,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,71,11,,11,,,,,1
0,['.\\sipaimages\\5\\21.jpg'],-18.43,71,,,21,,,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,71,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,71,1,,11,,41,,,0
0,['.\\sipaimages\\5\\24.jpg'],179.32,71,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,71,,,,,81,,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,71,,,,,,,,11
0,['.\\sipaimages\\5\\27.jpg'],179.26,71,14,,10,,1177737,,,11
0,['.\\sipaimages\\5\\3.jpg'],10.63,71,,,,,4178,,,70
0,['.\\sipaimages\\5\\4.jpg'],10.63,71,,,,,,,,11
0,['.\\sipaimages\\5\\5.jpg'],10.63,71,1,,41,,31,5,,121
0,['.\\sipaimages\\5\\6.jpg'],10.63,71,1,,1,,,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,71,80,1,1,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,71,,,,,,,,14
0,['.\\sipaimages\\5\\9.jpg'],6.85,71,,,,,,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,72,10,,11,,,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,72,44.0,,['44..'],0.33,1,,,7474.1
0,['.\\sipaimages\\5\\11.jpg'],10.51,72,48.0,['..'],0,,44.311881,41,5,1170
0,['.\\sipaimages\\5\\12.jpg'],10.51,72,11,,1,,277109.1,,,71
0,['.\\sipaimages\\5\\13.jpg'],10.46,72,,,,,,,['..'],7111
0,['.\\sipaimages\\5\\14.jpg'],10.46,72,8,,1,,110.1,,,71
0,['.\\sipaimages\\5\\15.jpg'],10.69,72,28,,,,512179.1,9,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,72,21,1,,,,,,17
0,['.\\sipaimages\\5\\17.jpg'],10.23,72,7,,141,,81,,,10
0,['.\\sipaimages\\5\\18.jpg'],-19.53,72,1.7,,1,,15,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,72,,,21,,2.71,11,,14
0,['.\\sipaimages\\5\\2.jpg'],-7.94,72,11,,11,,4,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,72,171,,11,,,,,11
0,['.\\sipaimages\\5\\21.jpg'],-18.43,72,,,21,,7271,31,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,72,,,11,,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,72,1,,1,,7571,,,['..']
0,['.\\sipaimages\\5\\24.jpg'],179.32,72,,,,,,,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,72,,,,,1,,4,10
0,['.\\sipaimages\\5\\26.jpg'],179.26,72,,,,,7141747,,,0
0,['.\\sipaimages\\5\\27.jpg'],179.26,72,194,,11,,11725,,['.'],1
0,['.\\sipaimages\\5\\3.jpg'],10.63,72,,,,,418,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,72,,,,,17814,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,72,0,1,1211,,91161,55,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,72,1,,1,,,,,
0,['.\\sipaimages\\5\\7.jpg'],9.3,72,71,1,11,,,,,
0,['.\\sipaimages\\5\\8.jpg'],9.3,72,,,,,,,['.'],10015
0,['.\\sipaimages\\5\\9.jpg'],6.85,72,,,,,,,,
0,['.\\sipaimages\\5\\1.jpg'],-7.94,73,1,,1,,21,,,1
0,['.\\sipaimages\\5\\10.jpg'],10.51,73,44.0,4,44474.1,['.'],7128.0,5,,['2147..']
0,['.\\sipaimages\\5\\11.jpg'],10.51,73,0.0,,1,,1,,,541
0,['.\\sipaimages\\5\\12.jpg'],10.51,73,771,,17,,122.1,['.'],,11
0,['.\\sipaimages\\5\\13.jpg'],10.46,73,,,,,,,,1711
0,['.\\sipaimages\\5\\14.jpg'],10.46,73,7,,1,,44081,8,,71
0,['.\\sipaimages\\5\\15.jpg'],10.69,73,8,,,,,,,
0,['.\\sipaimages\\5\\16.jpg'],10.14,73,21,1,11.129,['.'],,,,7.1
0,['.\\sipaimages\\5\\17.jpg'],10.23,73,7,,11,,7522408,,,1
0,['.\\sipaimages\\5\\18.jpg'],-19.53,73,1.7,,11,,,,,1
0,['.\\sipaimages\\5\\19.jpg'],-18.24,73,151,,1,,911,1,,14
0,['.\\sipaimages\\5\\2.jpg'],-7.94,73,11,,11,,5,,,11
0,['.\\sipaimages\\5\\20.jpg'],-20.22,73,11,,11,,,,,0
0,['.\\sipaimages\\5\\21.jpg'],-18.43,73,11,1,1,,,,,1
0,['.\\sipaimages\\5\\22.jpg'],-20.07,73,,,11,1,,,,11
0,['.\\sipaimages\\5\\23.jpg'],8.3,73,1,,1,,75314,,,['1..']
0,['.\\sipaimages\\5\\24.jpg'],179.32,73,,,,,111357,195,,1
0,['.\\sipaimages\\5\\25.jpg'],179.32,73,,,,,11111,7,,
0,['.\\sipaimages\\5\\26.jpg'],179.26,73,,,,,,,,1
0,['.\\sipaimages\\5\\27.jpg'],179.26,73,14,,11,,1077,,,1
0,['.\\sipaimages\\5\\3.jpg'],10.63,73,,,,,4181,,,7
0,['.\\sipaimages\\5\\4.jpg'],10.63,73,,,,,,,,111
0,['.\\sipaimages\\5\\5.jpg'],10.63,73,1,1,781,,,,,71
0,['.\\sipaimages\\5\\6.jpg'],10.63,73,1,,1,,71111,15,,
